Company,Funding Round,Amount,Date,RupeesAmount,dollarAmt
Zoomin,Seed,"$850,000","Nov 1, 2007",63750000,765000
HomeShop18,Private Equity,"$21,000,000","Jul 8, 2008",1575000000,18900000
UNITEK,Venture - Series Unknown,—,"Nov 1, 2007",0,0
SFO Technologies,Venture - Series Unknown,"₹500,000,000","Apr 1, 2006",500000000,6000000
Mu Sigma,Series B,"$1,500,000","May 18, 2006",112500000,1350000
Tribi Embedded Technologies Private,Venture - Series Unknown,"$1,600,000","Feb 8, 2008",120000000,1440000
Webshastra,Series A,"$10,000,000","Dec 14, 2005",750000000,9000000
Benchmark Softec,Venture - Series Unknown,"₹10,000,000","Jan 1, 2001",10000000,120000
Om Logistics,Venture - Series Unknown,"₹800,000,000","Dec 1, 2007",800000000,9600000
G. S. Developers & Contractors,Venture - Series Unknown,—,"Dec 1, 2007",0,0
Seventymm,Series B,"$7,000,000","Sep 19, 2006",525000000,6300000
Growing Opportunity Finance,Pre-Seed,"₹24,700,000","Dec 1, 2006",24700000,296400
RapidRadio,Seed,"₹8,000,000","Mar 17, 2007",8000000,96000
HNG Float Glass,Venture - Series Unknown,"₹350,000,000","Dec 1, 2007",350000000,4200000
Epicenter Technologies,Private Equity,—,"Jan 1, 2002",0,0
Matrimony.com,Series B,"$11,750,000","Feb 6, 2008",881250000,10575000
Srei Infrastructure Finance,Post-IPO Debt,"$45,000,000","Sep 15, 2006",3375000000,40500000
Filmy4wapin,Series B,"$1,000,000","Apr 10, 1905",75000000,900000
Vidyut,Debt Financing,—,"Feb 20, 2024",0,0
Ayekart Fintech,Series A,"₹530,000,000","Feb 15, 2024",530000000,6360000
Metalbook,Series A,"₹1,250,000,000","Feb 15, 2024",1250000000,15000000
Push Sports,Seed,"₹8,000,000","Feb 19, 2024",8000000,96000
OTO Capital,Venture - Series Unknown,"₹830,000,000","Feb 6, 2024",830000000,9960000
Chefling,Angel,"₹4,000,000","Feb 20, 2024",4000000,48000
SpiceJet Limited,Post-IPO Equity,"₹7,440,000,000","Jan 25, 2024",7440000000,89280000
NEPRA Resource Management,Secondary Market,—,"Feb 22, 2024",0,0
RailYatri,Series C,"₹245,800,000","Feb 19, 2024",245800000,2949600
Noccarc,Seed,"₹166,000,000","Feb 13, 2024",166000000,1992000
Alt Mobility,Series A,"₹500,000,000","Jan 18, 2024",500000000,6000000
PocketATM,Pre-Seed,"$400,000","Feb 13, 2024",30000000,360000
Oopar.Club,Pre-Seed,"₹5,000,000","Feb 21, 2024",5000000,60000
Induced AI,Seed,"$2,300,000","Oct 3, 2023",172500000,2070000
Beyoung,Venture - Series Unknown,—,"Feb 19, 2024",0,0
Segwise,Pre-Seed,"₹133,000,000","Feb 14, 2024",133000000,1596000
Khyaal,Seed,"$4,200,000","Feb 6, 2024",315000000,3780000
FOIP,Funding Round,"₹230,000,000","Feb 23, 2024",230000000,2760000
Neodocs,Seed,"₹166,000,000","Feb 8, 2024",166000000,1992000
mirrAR,Seed,"₹130,000,000","Nov 6, 2023",130000000,1560000
Wildfloc Adventures,Seed,—,"Feb 22, 2024",0,0
Digantara,Series A,"₹155,400,000","Feb 27, 2024",155400000,1864800
Fasal,Series A,"₹1,000,000,000","Dec 22, 2023",1000000000,12000000
Zomato,Post-IPO Secondary,"₹33,360,000,000","Nov 28, 2023",33360000000,400320000
Myna Mahila Foundation,Grant,"$100,000","Jul 9, 2023",7500000,90000
Pratech Brands,Seed,"₹366,200,000","Feb 19, 2024",366200000,4394400
Grip Invest,Series B,"₹700,000,000","Jan 9, 2024",700000000,8400000
AmberStudent,Debt Financing,"$2,500,000","Feb 12, 2024",187500000,2250000
Stan,Seed,"₹220,000,000","Jan 23, 2024",220000000,2640000
Crux,Seed,"₹220,000,000","Feb 8, 2024",220000000,2640000
HyugaLife,Seed,"₹83,000,000","Jan 3, 2024",83000000,996000
Scandalous Foods,Pre-Seed,"₹14,000,000","Feb 14, 2024",14000000,168000
RailYatri,Debt Financing,"₹140,000,000","Feb 19, 2024",140000000,1680000
JSW Infrastructure,Funding Round,"₹12,600,000,000","Sep 22, 2023",12600000000,151200000
Krutrim,Series A,"$50,000,000","Jan 26, 2024",3750000000,45000000
Kushal's,Secondary Market,—,"Feb 28, 2024",0,0
Kushal's,Series B,"₹2,840,000,000","Feb 28, 2024",2840000000,34080000
BigHaat,Series C,"₹695,000,000","Feb 7, 2024",695000000,8340000
Settl.,Seed,"₹100,000,000","Jan 2, 2024",100000000,1200000
Toffee Coffee Roasters,Funding Round,"₹3,500,000","Feb 20, 2024",3500000,42000
Burger Singh,Series B,—,"Dec 14, 2023",0,0
Airblack,Series B,"₹330,000,000","Dec 7, 2023",330000000,3960000
Confidence Group,Post-IPO Equity,"₹2,500,000,000","Feb 19, 2024",2500000000,30000000
Mokobara,Series A,"₹290,000,000","Oct 19, 2023",290000000,3480000
SWIRL,Seed,"₹91,000,000","Feb 6, 2024",91000000,1092000
Dream Sports,Secondary Market,"$400,000,000","Mar 24, 2021",30000000000,360000000
VRO Hospitality,Venture - Series Unknown,"$10,000,000","Jan 2, 2024",750000000,9000000
DevX,Venture - Series Unknown,"₹580,000,000","Feb 5, 2024",580000000,6960000
Vegrow,Series C,"$46,000,000","Dec 13, 2023",3450000000,41400000
Auxilo,Venture - Series Unknown,"₹4,700,000,000","Jul 25, 2023",4700000000,56400000
Serentica Renewables,Debt Financing,"₹35,000,000,000","Jan 8, 2024",35000000000,420000000
Aye Finance,Series F,"₹3,100,000,000","Dec 13, 2023",3100000000,37200000
Tork Motors,Venture - Series Unknown,"₹500,000,000","Feb 13, 2024",500000000,6000000
Lohum,Series B,"$23,000,000","Feb 9, 2024",1725000000,20700000
SportVot,Seed,"₹94,000,000","Feb 5, 2024",94000000,1128000
Metafin,Series A,"₹420,000,000","Feb 7, 2024",420000000,5040000
Captain Fresh,Series C,"$20,000,000","Sep 5, 2023",1500000000,18000000
EquityList,Seed,"$2,200,000","Sep 18, 2023",165000000,1980000
BluSmart Mobility,Venture - Series Unknown,"₹2,080,000,000","Jan 29, 2024",2080000000,24960000
Glamplus,Seed,"₹165,000,000","Jan 9, 2024",165000000,1980000
Proost69,Seed,"₹250,000,000","Oct 25, 2023",250000000,3000000
Cello,Funding Round,"₹5,670,000,000","Oct 27, 2023",5670000000,68040000
SK Finance,Private Equity,"₹13,280,000,000","Jan 23, 2024",13280000000,159360000
Udaan,Series E,"$340,000,000","Dec 14, 2023",25500000000,306000000
Onsurity,Series B,"$24,000,000","Oct 9, 2023",1800000000,21600000
Exponent Energy,Series B,"$26,400,000","Dec 14, 2023",1980000000,23760000
QuID Cash,Pre-Seed,"₹50,000,000","Feb 19, 2024",50000000,600000
Stackr Labs,Seed,"₹458,000,000","Nov 8, 2023",458000000,5496000
ELIVAAS,Seed,"₹208,000,000","Nov 27, 2023",208000000,2496000
Scrut Automation,Series A,"₹750,000,000","Feb 14, 2024",750000000,9000000
Clinikally,Seed,"$2,600,000","Sep 29, 2023",195000000,2340000
InCred,Series D,"₹5,000,000,000","Nov 9, 2023",5000000000,60000000
kitchens@,Series C,"$65,000,000","Dec 22, 2023",4875000000,58500000
ANAROCK,Private Equity,"₹2,000,000,000","Feb 5, 2024",2000000000,24000000
Papa Pawsome,Seed,"₹33,500,000","Feb 5, 2024",33500000,402000
AstroTalk,Series A,"₹1,630,000,000","Feb 6, 2024",1630000000,19560000
ConveGenius,Series A,"₹580,000,000","Jan 11, 2024",580000000,6960000
Scandalous Foods,Pre-Seed,"₹16,000,000","Dec 4, 2023",16000000,192000
Ivory,Seed,"$500,000","Feb 8, 2024",37500000,450000
Wiz Freight,Series B,"₹933,000,000","Jan 4, 2024",933000000,11196000
MakeO,Series D,"₹1,350,000,000","Jan 9, 2024",1350000000,16200000
Finhaat,Seed,"₹250,000,000","Dec 20, 2023",250000000,3000000
DigitalPaani,Seed,"$1,200,000","Dec 7, 2023",90000000,1080000
Mufin Green Finance,Post-IPO Equity,"₹1,400,000,000","Feb 2, 2024",1400000000,16800000
Zepto,Series E,"$200,000,000","Aug 25, 2023",15000000000,180000000
Fixerra,Seed,"₹140,000,000","Jan 24, 2024",140000000,1680000
AmberStudent,Private Equity,"$18,500,000","Feb 12, 2024",1387500000,16650000
Offline,Seed,"$2,000,000","Sep 19, 2023",150000000,1800000
ONGC Videsh,Debt Financing,"₹34,000,000,000","Jan 18, 2024",34000000000,408000000
EMotorad,Series B,"₹1,440,000,000","Nov 26, 2023",1440000000,17280000
Perfios Software Solutions,Series D,"$229,000,000","Sep 11, 2023",17175000000,206100000
INDRA,Series A,"$4,000,000","Jan 18, 2024",300000000,3600000
UrjanovaC,Pre-Seed,—,"Feb 22, 2024",0,0
Conscious Chemist,Debt Financing,"₹10,000,000","Feb 13, 2024",10000000,120000
Wow! Momo,Series D,"₹4,100,000,000","Jan 16, 2024",4100000000,49200000
BluSmart Mobility,Series A,"₹2,000,000,000","Dec 21, 2023",2000000000,24000000
Rite Water Solutions,Series B,"₹325,000,000","Feb 10, 2024",325000000,3900000
Torus Robotics,Seed,"$470,000","Feb 7, 2024",35250000,423000
Salty,Seed,"₹54,000,000","Jan 11, 2024",54000000,648000
P-TAL,Seed,"₹43,300,000","Oct 16, 2023",43300000,519600
Accio Robotics,Seed,"₹150,000,000","Jan 9, 2024",150000000,1800000
Aquaconnect,Series B,"₹330,000,000","Jan 31, 2024",330000000,3960000
IDC KITCHEN,Debt Financing,"₹15,000,000","Feb 15, 2024",15000000,180000
Dressfolk,Seed,"₹33,000,000","Oct 5, 2023",33000000,396000
HouseEazy,Seed,"₹80,000,000","Dec 19, 2023",80000000,960000
Crepdog Crew,Seed,—,"Jan 11, 2023",0,0
Blue Jet Healthcare,Private Equity,"₹2,520,000,000","Oct 23, 2023",2520000000,30240000
AgroMorph,Seed,—,"Feb 22, 2024",0,0
CENTA,Venture - Series Unknown,"₹83,000,000","Nov 16, 2023",83000000,996000
Susstains,Seed,—,"Feb 22, 2024",0,0
FinAGG,Series A,"₹914,000,000","Jan 18, 2024",914000000,10968000
Happi Planet,Seed,"₹84,700,000","Feb 13, 2024",84700000,1016400
Zaggle,Funding Round,"₹2,535,200,000","Sep 13, 2023",2535200000,30422400
BuyEazzy,Series A,"$4,250,000","Jan 18, 2024",318750000,3825000
Baaz Bikes,Series A,"$8,000,000","Nov 21, 2023",600000000,7200000
EloElo,Series B,"$22,000,000","Sep 20, 2023",1650000000,19800000
JEH Aerospace,Seed,"₹210,000,000","Jan 18, 2024",210000000,2520000
Scapia,Series A,"₹1,900,000,000","Nov 21, 2023",1900000000,22800000
Raptee Energy,Seed,"$3,000,000","Sep 26, 2023",225000000,2700000
Breathe ESG,Pre-Seed,"₹26,100,000","Jun 24, 2023",26100000,313200
InsuranceDekho,Series B,"$60,000,000","Oct 10, 2023",4500000000,54000000
FlexifyMe,Seed,"₹100,000,000","Jan 10, 2024",100000000,1200000
VoiceClub,Seed,"$700,000","Dec 6, 2023",52500000,630000
Redrob,Seed,"$4,000,000","Dec 19, 2023",300000000,3600000
Weisdom FutureTech,Non-equity Assistance,—,"Sep 5, 2023",0,0
SquadStack,Non-equity Assistance,—,"Sep 5, 2023",0,0
Perfora,Grant,"$100,000","Feb 15, 2024",7500000,90000
Farmley,Series B,"₹560,000,000","Dec 17, 2023",560000000,6720000
GeoIQ.io,Non-equity Assistance,—,"Sep 5, 2023",0,0
Iluvia,Series A,—,"Feb 15, 2024",0,0
ConveGenius,Series A,"₹150,000,000","Feb 9, 2024",150000000,1800000
Agnikul,Series B,"₹2,000,000,000","Oct 17, 2023",2000000000,24000000
PlasmaGen Biosciences,Venture - Series Unknown,"₹2,250,000,000","Dec 14, 2023",2250000000,27000000
Aliste Technologies,Seed,"₹83,000,000","Dec 12, 2023",83000000,996000
ESCROWPAY,Series A,"$6,600,000","Dec 27, 2023",495000000,5940000
Yatra,Post-IPO Equity,"₹3,487,500,000","Sep 14, 2023",3487500000,41850000
Bharat Housing Network,Series A,"₹1,250,000,000","Nov 9, 2023",1250000000,15000000
Terra Food Co.,Seed,"$800,000","Jul 28, 2023",60000000,720000
Kiwi,Series A,"₹1,080,000,000","Nov 21, 2023",1080000000,12960000
Gabit,Seed,"$9,500,000","Jan 1, 2023",712500000,8550000
Blue Star,Post-IPO Equity,"₹10,000,000,000","Sep 29, 2023",10000000000,120000000
Nazara Technologies,Post-IPO Equity,"₹2,500,000,000","Jan 17, 2024",2500000000,30000000
Medial,Pre-Seed,"$120,000","Jan 17, 2024",9000000,108000
InPrime Finserv,Series A,"$3,000,000","Jan 16, 2024",225000000,2700000
Pilgrim,Series B,"$13,000,000","Sep 26, 2023",975000000,11700000
Setu Nutrition,Funding Round,—,"Oct 25, 2023",0,0
Flash.co,Seed,"₹550,000,000","Sep 18, 2023",550000000,6600000
Showroom B2B,Seed,"$6,500,000","Oct 19, 2023",487500000,5850000
KisanKonnect,Seed,"₹310,000,000","Jan 15, 2024",310000000,3720000
Ascend Capital,Series A,"₹500,000,000","Feb 13, 2024",500000000,6000000
NeuroPixel.AI,Non-equity Assistance,—,"Sep 5, 2023",0,0
Keus,Private Equity,"₹1,000,000,000","Feb 5, 2024",1000000000,12000000
Vaaree,Seed,"$4,000,000","Nov 7, 2023",300000000,3600000
Zolve,Debt Financing,"$100,000,000","Oct 11, 2023",7500000000,90000000
Reliance Jio,Private Equity,"$4,618,000,000","May 8, 2020",3.4635E+11,4156200000
Wishlink,Series A,"$7,000,000","Feb 5, 2024",525000000,6300000
Sugar.fit,Series A,"₹910,000,000","Oct 31, 2023",910000000,10920000
SAMHI Hotels,Funding Round,"₹6,165,400,000","Sep 13, 2023",6165400000,73984800
Sarvam AI,Series A,"₹3,420,000,000","Dec 7, 2023",3420000000,41040000
Blackopal Group,Debt Financing,"₹250,000,000","Jan 30, 2024",250000000,3000000
Knocksense,Seed,"$1,000,000","Apr 19, 2023",75000000,900000
boAt,Funding Round,—,"Feb 1, 2024",0,0
Grow Indigo,Venture - Series Unknown,"₹670,000,000","Jan 27, 2024",670000000,8040000
DevDham,Seed,"₹60,000,000","Jan 3, 2024",60000000,720000
BluSmart Mobility,Debt Financing,"£200,000,000","Jan 29, 2024",0,0
Religare,Post-IPO Equity,"₹3,088,000,000","Jan 24, 2024",3088000000,37056000
ZappFresh,Venture - Series Unknown,"₹300,000,000","Nov 23, 2023",300000000,3600000
Fairdeal Market,Seed,"$2,000,000","Sep 29, 2023",150000000,1800000
Inoxwind,Secondary Market,"₹8,000,000,000","Oct 31, 2023",8000000000,96000000
Newme,Seed,"₹450,000,000","Jan 25, 2024",450000000,5400000
FlexiLoans,Debt Financing,"₹600,000,000","Feb 16, 2024",600000000,7200000
SuperOps.ai,Series B,"₹1,030,000,000","Oct 10, 2023",1030000000,12360000
Pep,Seed,"$2,500,000","Oct 9, 2023",187500000,2250000
PolicyBazaar,Post-IPO Secondary,"₹8,710,000,000","Oct 6, 2023",8710000000,104520000
Optimizers,Seed,—,"Jan 30, 2024",0,0
Alt Carbon,Pre-Seed,"$550,000","Dec 20, 2023",41250000,495000
AquaExchange,Series A,"$6,000,000","Jan 19, 2024",450000000,5400000
Garuda Aerospace,Series A,"₹250,000,000","Oct 25, 2023",250000000,3000000
AltUni,Angel,"₹41,500,000","Sep 25, 2023",41500000,498000
Zingavita,Seed,"₹100,000,000","Jan 16, 2024",100000000,1200000
Bharatsure,Seed,"₹83,000,000","Jan 18, 2024",83000000,996000
Frendy,Venture - Series Unknown,"₹160,000,000","Nov 27, 2023",160000000,1920000
BatX Energies,Seed,"$5,000,000","Dec 19, 2023",375000000,4500000
RateGain,Post-IPO Equity,"₹6,000,000,000","Nov 20, 2023",6000000000,72000000
Jiraaf,Series B,"$8,700,000","Oct 12, 2023",652500000,7830000
PierSight Space,Seed,"$5,324,999","Jan 9, 2024",399374925,4792499.1
Sai Silks (Kalamandir),Funding Round,"₹3,600,000,000","Sep 18, 2023",3600000000,43200000
Karkhana.io,Series A,"$6,300,000","Jan 9, 2024",472500000,5670000
MyMuse India,Seed,"₹224,000,000","Jan 9, 2024",224000000,2688000
Koparo Clean,Seed,"₹59,000,000","Feb 7, 2024",59000000,708000
Pratech Brands,Debt Financing,"₹155,000,000","Feb 19, 2024",155000000,1860000
Fittr,Venture - Series Unknown,"₹280,000,000","Jan 8, 2024",280000000,3360000
Euler Motors,Series C,"₹1,200,000,000","Nov 6, 2023",1200000000,14400000
Cashinvoice,Series A,"₹282,000,000","Feb 7, 2024",282000000,3384000
EtherealX,Seed,—,"Feb 5, 2024",0,0
ofScale,Pre-Seed,"₹31,000,000","Dec 13, 2023",31000000,372000
Disprz,Series C,"$30,000,000","Aug 7, 2023",2250000000,27000000
Suzhiyam Industrial Machines,Grant,"$25,000","Feb 20, 2024",1875000,22500
VAMA,Seed,"₹125,000,000","Nov 21, 2023",125000000,1500000
General Autonomy,Seed,"$3,000,000","Nov 13, 2023",225000000,2700000
CureBay,Series A,"₹618,000,000","Jan 5, 2024",618000000,7416000
ClearTrust,Seed,"₹157,000,000","Jan 29, 2024",157000000,1884000
Cashvisory,Pre-Seed,"₹12,000,000","Dec 29, 2023",12000000,144000
Electrifi Mobility,Seed,"₹250,000,000","Jan 30, 2024",250000000,3000000
ClearTrust,Seed,"$200,000","Jan 1, 2021",15000000,180000
Third Wave Coffee,Series C,"$35,000,000","Sep 28, 2023",2625000000,31500000
INC5,Series A,"₹830,000,000","Oct 25, 2023",830000000,9960000
Ecofy,Debt Financing,"₹900,000,000","Jan 24, 2024",900000000,10800000
Biryani By Kilo,Series C,"₹720,000,000","Dec 4, 2023",720000000,8640000
Natch,Seed,"₹30,000,000","Nov 9, 2023",30000000,360000
Kuku FM,Series C,"$25,000,000","Sep 20, 2023",1875000000,22500000
OnFinance AI,Seed,"$1,050,000","Nov 7, 2023",78750000,945000
Phi Commerce Pvt Ltd,Series A,"₹830,000,000","Nov 28, 2023",830000000,9960000
Namdev Finvest,Series B,"₹1,240,000,000","Jan 22, 2024",1240000000,14880000
Mirana Toys,Grant,"$100,000","Feb 15, 2024",7500000,90000
FreshBus,Seed,"₹75,000,000","Oct 31, 2023",75000000,900000
GlobalBees,Debt Financing,"₹1,500,000,000","Feb 6, 2024",1500000000,18000000
Upswing Financial Technologies,Seed,"$4,200,000","Jan 17, 2024",315000000,3780000
Noise,Series A,"₹829,000,000","Dec 18, 2023",829000000,9948000
OxyZEN Express,Seed,"₹250,000,000","Dec 22, 2023",250000000,3000000
FinAGG,Debt Financing,—,"Jan 18, 2024",0,0
Clove Dental,Series E,"₹4,170,000,000","Nov 23, 2023",4170000000,50040000
Innovist,Series A,"$7,000,000","Nov 28, 2023",525000000,6300000
Zepto,Series E,"$31,250,000","Nov 8, 2023",2343750000,28125000
Monitra Healthcare,Seed,"$500,000","Jun 5, 2023",37500000,450000
Bharatsure,Seed,"$1,200,000","Feb 1, 2022",90000000,1080000
Vgenomics,Seed,—,"Jan 16, 2024",0,0
Updater Services,Funding Round,"₹2,880,000,000","Sep 22, 2023",2880000000,34560000
Yu Foodlabs,Series A,"₹200,000,000","Feb 12, 2024",200000000,2400000
Ola Electric,Debt Financing,"$240,000,000","Oct 26, 2023",18000000000,216000000
The baker’s dozen,Seed,"₹330,000,000","Jan 11, 2024",330000000,3960000
Evify,Seed,"$1,300,000","Jan 10, 2024",97500000,1170000
Axis Bank,Post-IPO Secondary,"₹37,000,000,000","Dec 13, 2023",37000000000,444000000
Purple Style Labs,Series D,"₹666,000,000","Nov 20, 2023",666000000,7992000
Riskcovry,Venture - Series Unknown,"₹373,000,000","Jan 8, 2024",373000000,4476000
Mylapay,Seed,"₹46,000,000","Jan 10, 2024",46000000,552000
Tap Invest,Seed,"$2,000,000","Oct 18, 2023",150000000,1800000
Nazara Technologies,Post-IPO Equity,"₹5,100,000,000","Aug 30, 2023",5100000000,61200000
Madsto,Seed,—,"Oct 19, 2023",0,0
Bakingo,Private Equity,"$16,000,000","Nov 10, 2023",1200000000,14400000
Piscium Health Sciences,Series A,"₹60,000,000","Feb 7, 2024",60000000,720000
SatSure,Series A,"$15,000,000","Aug 29, 2023",1125000000,13500000
HyugaLife,Debt Financing,—,"Jan 3, 2024",0,0
Nephrocare India,Venture - Series Unknown,"₹80,800,000","Dec 29, 2023",80800000,969600
Mom's Home,Seed,"₹50,000,000","Jan 29, 2024",50000000,600000
Motisons Group,Funding Round,"₹330,000,000","Oct 23, 2023",330000000,3960000
GoMechanic,Series C,"₹500,000,000","Nov 8, 2023",500000000,6000000
Plus,Seed,"₹29,000,000","Aug 17, 2023",29000000,348000
FroGo,Seed,"$1,150,000","Nov 2, 2023",86250000,1035000
Autocracy Machinery,Seed,"$1,200,000","Sep 25, 2023",90000000,1080000
Ugees,Pre-Seed,—,"Dec 21, 2023",0,0
Woovly Shop Socially,Venture - Series Unknown,—,"Nov 27, 2023",0,0
Fibmold Packaging,Venture - Series Unknown,"₹830,000,000","Nov 2, 2023",830000000,9960000
3EV Industries,Series A,"₹960,000,000","Feb 12, 2024",960000000,11520000
Vivifi India,Series B,"$15,000,000","Jan 24, 2024",1125000000,13500000
PatilKaki,Seed,—,"Nov 29, 2023",0,0
Aakash Educational Services,Funding Round,"₹24,950,000,000","Jan 25, 2024",24950000000,299400000
Beyond Odds,Venture - Series Unknown,"₹910,000,000","Dec 19, 2023",910000000,10920000
Supplynote,Series A,"$2,250,000","Jul 12, 2023",168750000,2025000
Ergos,Series B,"$7,000,000","Sep 22, 2023",525000000,6300000
Proost69,Debt Financing,—,"Oct 25, 2023",0,0
Vegapay,Pre-Seed,"₹91,500,000","Aug 16, 2023",91500000,1098000
